MU_MAX,DEPLETION_RADIUS,HYPHA_RADIUS_UM,PSI_BRANCH,MIN_BRANCH_ANGLE_DEG,APICAL_BRANCH_MIN_STEP,LATERAL_DISTANCE_FROM_TIP,PHI_N,PHI_P,LATERAL_BRANCH_MIN_STEP,MAX_DEVIATION_DEG,nutrient_pm_fraction,total_tips,n_apical_events,n_lateral_events,avg_length_um,avg_volume_um3
16.52684650297057,6.230754989865744,0.0553404875709898,1.961983619467481,41.04895688860394,1,6.868376877078993,0.139906607562772,0.0416119205749895,1,125.04980030879338,0.03,826.0,539.2,282.8,5017.259917929987,48.27279386931175
9.58,5.0,1.4,0.995,52.5,3,4.6,0.15,0.15,7,70.0,0.05,10.0,6.0,0.0,85.21226116758116,524.6963388125016
11.96088612420774,3.5050971387090293,1.5067981121262926,1.6701396141571814,69.62803300065706,1,7.792756666549924,0.1273624158280787,0.2048053697289573,6,107.69441520305044,0.07,288.0,187.2,97.0,1509.4052998428328,10766.28514841988
9.979285575591144,2.286011867236769,2.7425575992940385,1.760771708291326,98.46543239267102,4,6.004581377812561,0.1178554154307588,0.059214487302536,4,21.67949497305336,0.03,75.75,0.0,72.0,332.64956613173933,7860.467001488679
11.947518086584932,0.2958960480192207,0.3980514129791972,1.0932383403435095,21.976948101412795,0,0.1096725263188892,0.1129545646500502,0.1872258013166997,10,125.67958268990228,0.11,3.75,0.0,0.0,0.0,0.0
17.418112187582558,4.972025456606023,0.751263919824932,1.5466181423255925,82.08685414886784,5,3.511164993225136,0.069838575004099,0.2986262327993982,4,70.53570973502146,0.05,136.8,42.8,90.2,950.6864974126124,1685.6688531099512
9.58,5.0,1.4,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,14.0,10.0,0.0,96.94413759168742,596.9356213146208
5.746978293575579,9.18515653219368,0.9264647046844542,0.1527787118559604,10.360262757255056,5,6.819938932547291,0.2623588409022575,0.2936591271613081,7,35.22135041554596,0.11,4.0,0.0,0.0,39.24900852259498,105.83670745064155
14.02156003491055,4.795794653576425,2.6825031168008096,1.1378546411055734,96.74282650082694,5,7.279276088113701,0.0706093563408612,0.2436166660832981,4,0.2131264440138891,0.05,4.0,0.0,0.0,0.0,0.0
16.421407600957654,9.039575696744055,0.7238275505878615,0.1735732979014007,81.80004544756443,5,8.037676346843792,0.0012233347958895,0.189442684674351,3,27.31901820491844,0.09,167.4,0.0,163.4,996.8656549882238,1640.8040711354363
5.593134971561554,0.9469604999893289,0.2132262624310147,1.8929686023935397,38.65308194737844,5,7.725983171341259,0.1909913572856689,0.0488162938876066,1,133.09498323383238,0.11,8.0,1.6,2.8,35.29505072333566,5.0413293616485735
0.8590969897098798,2.207131041721686,0.3338269339921824,0.1851733342863948,8.355593936753735,4,2.3289925429785567,0.0128485632894035,0.2401588071142111,5,51.93639089392272,0.09,8.5,0.0,4.5,5.796450280798182,2.029339623468991
8.525807212521034,2.164578245374176,1.316177288379755,0.5791255919580278,49.29329565555797,1,8.094708270510225,0.1936513092712762,0.2375532620138435,12,24.453975698124182,0.05,4.0,0.0,0.0,48.11860107566263,261.8735589491651
9.58,5.0,1.4,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,11.0,7.0,0.0,89.90896585033329,553.6163993502347
16.007040277902405,0.6200288786013697,1.646406862825913,0.5811568865189035,10.223550112262656,1,1.4534219015283492,0.1743671070834788,0.088491760966987,8,57.812901510348,0.05,4.0,0.0,0.0,0.0,0.0
9.58,5.0,1.4,0.995,50.0,3,4.6,0.15,0.1425,7,70.0,0.05,14.0,10.0,0.0,96.94413759168742,596.9356213146208
4.529380190091417,5.595719616328183,0.0381791615288154,0.6109749861709411,79.33839513049519,4,0.1480316684308882,0.0750276800422783,0.1453089414448187,9,94.2206395308857,0.01,4.0,0.0,0.0,31.526030747799343,0.1443683325140706
14.476412293709789,0.9233526303365612,1.430719486327456,1.812521232039968,1.379682803942195,1,8.787204077107612,0.1116197721934941,0.1193698400661689,9,44.761683881431885,0.09,4.0,0.0,0.0,1.419060776893201,9.125566903656235
11.679592355289229,7.195165457827059,2.7883423675821946,1.9549295636111388,5.417977794275708,0,3.889165568533468,0.2223786856400733,0.089694050807207,1,40.41537236934676,0.11,3029.6,1470.2,1555.4,7135.127962697627,174278.50842048778
17.48809081573391,5.056672029932654,0.056428494047562,0.4800069429818173,63.76795772308908,2,2.005025759292629,0.007125877931361,0.0197630345366029,4,21.33973604791648,0.01,68.2,0.0,64.4,492.6684146395435,4.928349661604179
11.523818011010585,7.499343360347153,0.4991490038327328,1.0584853168685726,85.74449019337509,1,4.0111778712025545,0.0545752855978085,0.2050265272415355,7,74.98141314285851,0.11,178.2,174.2,0.0,972.3215618028672,761.0622955590509
9.58,5.0,1.4,0.94525,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4.0,0.0,0.0,66.45559978209309,409.201791168041
10.152020329815077,3.1667582616129275,2.337097921828243,1.4088437242624148,88.04010690376651,1,2.03747041929558,0.0589713028367108,0.216406378067253,1,95.6294490992349,0.09,1733.8,880.6,849.2,5957.542070065856,102228.2223798996
11.12350501880047,2.211241020111898,2.767207386887104,0.3955441270086244,95.26687670756932,5,2.2645479220387426,0.0135478039487977,0.142984608657598,5,33.464458395216106,0.01,55.25,0.0,51.25,256.8437883345899,6178.774653220204
10.816222782187518,7.585117666345625,0.1887908183892664,0.7436755462598967,76.08440460693842,1,8.249619471438459,0.1013668448114618,0.1934755777602582,10,123.6065178650021,0.11,4.0,0.0,0.0,74.3349617056191,8.323476024783982
15.544630360016235,6.491701413554152,0.0730302011608506,0.0755146235983055,79.87342231309013,5,3.436466727726897,0.1016776083512633,0.1249442121382938,9,96.72884144013898,0.09,3.6,0.0,0.0,107.34633386254514,1.798631037125194
9.58,5.0,1.4,0.995,50.0,3,4.6,0.15,0.15,7,73.5,0.05,8.0,4.0,0.0,75.83976881738684,466.9850147106354
10.059,5.0,1.4,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,10.0,6.0,0.0,89.45788860618362,550.8388814756473
9.58,5.0,1.4,0.995,50.0,3,4.6,0.1425,0.15,7,70.0,0.05,10.0,6.0,0.0,85.21544403179648,524.7159373676606
